Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
SP;3504701;Balbinos;0,376;0,687;0,641;
SP;3504800;Bálsamo;0,438;0,674;0,738;
SP;3504909;Bananal;0,409;0,612;0,631;
SP;3505005;Barão de Antonina;0,412;0,531;0,543;
SP;3505104;Barbosa;0,407;0,605;0,612;
SP;3505203;Bariri;0,518;0,737;0,781;
SP;3505302;Barra Bonita;0,555;0,736;0,804;
SP;3505351;Barra do Chapéu;;;;
SP;3505401;Barra do Turvo;0,305;0,446;0,522;
SP;3505500;Barretos;0,555;0,724;0,779;
SP;3505609;Barrinha;0,417;0,67;0,756;
SP;3505708;Barueri;0,512;0,692;0,765;
SP;3505807;Bastos;0,63;0,704;0,779;
SP;3505906;Batatais;0,547;0,762;0,796;
SP;3506003;Bauru;0,663;0,743;0,802;
SP;3506102;Bebedouro;0,555;0,736;0,794;
SP;3506201;Bento de Abreu;0,427;0,622;0,756;
SP;3506300;Bernardino de Campos;0,498;0,636;0,732;
SP;3506359;Bertioga;;;;
SP;3506409;Bilac;0,463;0,67;0,763;
SP;3506508;Birigui;0,528;0,713;0,778;
SP;3506607;Biritiba-Mirim;0,439;0,66;0,706;
SP;3506706;Boa Esperança do Sul;0,437;0,677;0,683;
SP;3506805;Bocaina;0,478;0,705;0,745;
SP;3506904;Bofete;0,419;0,676;0,681;
SP;3507001;Boituva;0,483;0,732;0,768;
SP;3507100;Bom Jesus dos Perdões;0,446;0,671;0,745;
SP;3507159;Bom Sucesso de Itararé;;;;
SP;3507209;Borá;0,337;0,59;0,554;
SP;3507308;Boracéia;0,436;0,616;0,657;
SP;3507407;Borborema;0,426;0,689;0,74;
SP;3507456;Borebi;;;;
SP;3507506;Botucatu;0,618;0,733;0,798;
SP;3507605;Bragança Paulista;0,493;0,695;0,768;
SP;3507704;Braúna;0,424;0,682;0,689;
SP;3507753;Brejo Alegre;;;;
SP;3507803;Brodowski;0,501;0,725;0,761;
SP;3507902;Brotas;0,478;0,732;0,783;
SP;3508009;Buri;0,473;0,609;0,607;
SP;3508108;Buritama;0,37;0,638;0,711;
SP;3508207;Buritizal;0,486;0,668;0,727;
SP;3508306;Cabrália Paulista;0,416;0,63;0,691;
SP;3508405;Cabreúva;0,486;0,675;0,726;
SP;3508504;Caçapava;0,553;0,737;0,796;
SP;3508603;Cachoeira Paulista;0,502;0,722;0,779;
SP;3508702;Caconde;0,411;0,636;0,654;
SP;3508801;Cafelândia;0,459;0,662;0,672;
SP;3508900;Caiabu;0,338;0,535;0,559;
SP;3509007;Caieiras;0,567;0,705;0,784;
SP;3509106;Caiuá;0,336;0,533;0,565;
SP;3509205;Cajamar;0,454;0,669;0,749;
SP;3509254;Cajati;;;;
SP;3509304;Cajobi;0,443;0,673;0,769;
SP;3509403;Cajuru;0,49;0,74;0,785;
SP;3509452;Campina do Monte Alegre;;;;
SP;3509502;Campinas;0,717;0,75;0,816;
SP;3509601;Campo Limpo Paulista;0,529;0,69;0,77;
SP;3509700;Campos do Jordão;0,505;0,726;0,76;
SP;3509809;Campos Novos Paulista;0,401;0,549;0,655;
SP;3509908;Cananéia;0,402;0,623;0,648;
SP;3509957;Canas;;;;
SP;3510005;Cândido Mota;0,414;0,705;0,751;
SP;3510104;Cândido Rodrigues;0,51;0,696;0,682;
SP;3510153;Canitar;;;;
SP;3510203;Capão Bonito;0,41;0,6;0,602;
SP;3510302;Capela do Alto;0,355;0,619;0,702;
SP;3510401;Capivari;0,527;0,724;0,793;
SP;3510500;Caraguatatuba;0,481;0,696;0,761;
SP;3510609;Carapicuíba;0,511;0,697;0,771;
SP;3510708;Cardoso;0,434;0,69;0,701;
SP;3510807;Casa Branca;0,548;0,71;0,769;
SP;3510906;Cássia dos Coqueiros;0,432;0,734;0,679;
SP;3511003;Castilho;0,44;0,623;0,725;
SP;3511102;Catanduva;0,521;0,739;0,804;
SP;3511201;Catiguá;0,411;0,604;0,696;
SP;3511300;Cedral;0,492;0,707;0,755;
SP;3511409;Cerqueira César;0,488;0,681;0,748;
SP;3511508;Cerquilho;0,531;0,742;0,799;
SP;3511607;Cesário Lange;0,446;0,681;0,727;
SP;3511706;Charqueada;0,488;0,698;0,776;
SP;3511904;Clementina;0,451;0,629;0,705;
SP;3512001;Colina;0,482;0,72;0,774;
SP;3512100;Colômbia;0,43;0,687;0,673;
SP;3512209;Conchal;0,455;0,701;0,752;
SP;3512308;Conchas;0,493;0,718;0,765;
SP;3512407;Cordeirópolis;0,568;0,742;0,782;
SP;3512506;Coroados;0,353;0,636;0,683;
SP;3512605;Coronel Macedo;0,458;0,567;0,59;
SP;3512704;Corumbataí;0,469;0,716;0,779;
SP;3512803;Cosmópolis;0,576;0,717;0,749;
SP;3512902;Cosmorama;0,4;0,698;0,687;
SP;3513009;Cotia;0,532;0,719;0,788;
SP;3513108;Cravinhos;0,504;0,699;0,779;
SP;3513207;Cristais Paulista;0,459;0,677;0,645;
SP;3513306;Cruzália;0,435;0,754;0,802;
SP;3513405;Cruzeiro;0,53;0,732;0,771;
SP;3513504;Cubatão;0,554;0,705;0,756;
SP;3513603;Cunha;0,34;0,533;0,593;
SP;3513702;Descalvado;0,53;0,745;0,794;
SP;3513801;Diadema;0,528;0,702;0,763;
SP;3513850;Dirce Reis;;;;
SP;3513900;Divinolândia;0,431;0,634;0,731;
SP;3514007;Dobrada;0,456;0,715;0,748;
SP;3514106;Dois Córregos;0,498;0,711;0,742;
SP;3514205;Dolcinópolis;0,357;0,565;0,624;
SP;3514304;Dourado;0,486;0,711;0,761;
SP;3514403;Dracena;0,487;0,724;0,75;
SP;3514502;Duartina;0,475;0,657;0,754;
SP;3514601;Dumont;0,466;0,706;0,76;
SP;3514700;Echaporã;0,378;0,674;0,736;
SP;3514809;Eldorado;0,372;0,517;0,67;
SP;3514908;Elias Fausto;0,53;0,691;0,723;
SP;3514924;Elisiário;;;;
SP;3514957;Embaúba;;;;
SP;3515004;Embu;0,512;0,683;0,758;
SP;3515103;Embu-Guaçu;0,429;0,667;0,74;
SP;3515129;Emilianópolis;;;;
SP;3515152;Engenheiro Coelho;;;;
SP;3515186;Espírito Santo do Pinhal;0,562;0,702;0,78;
SP;3515194;Espírito Santo do Turvo;;;;
SP;3515202;Estrela d'Oeste;0,425;0,712;0,692;
SP;3515301;Estrela do Norte;0,317;0,5;0,589;
SP;3515350;Euclides da Cunha Paulista;;;;
SP;3515400;Fartura;0,448;0,621;0,665;
SP;3515509;Fernandópolis;0,492;0,716;0,79;
SP;3515608;Fernando Prestes;0,491;0,714;0,726;
SP;3515657;Fernão;;;;
SP;3515707;Ferraz de Vasconcelos;0,508;0,685;0,721;
SP;3515806;Flora Rica;0,377;0,682;0,653;
SP;3515905;Floreal;0,433;0,71;0,726;
SP;3516002;Flórida Paulista;0,419;0,592;0,665;
SP;3516101;Florínia;0,439;0,691;0,654;
SP;3516200;Franca;0,576;0,752;0,803;
SP;3516309;Francisco Morato;0,447;0,647;0,708;
SP;3516408;Franco da Rocha;0,484;0,699;0,744;
SP;3516507;Gabriel Monteiro;0,382;0,642;0,776;
SP;3516606;Gália;0,421;0,579;0,59;
SP;3516705;Garça;0,447;0,693;0,754;
SP;3516804;Gastão Vidigal;0,422;0,589;0,673;
SP;3516853;Gavião Peixoto;;;;
SP;3516903;General Salgado;0,39;0,679;0,754;
SP;3517000;Getulina;0,426;0,624;0,677;
SP;3517109;Glicério;0,415;0,607;0,629;
SP;3517208;Guaiçara;0,431;0,579;0,686;
SP;3517307;Guaimbê;0,446;0,588;0,711;
SP;3517406;Guaíra;0,47;0,716;0,78;
SP;3517505;Guapiaçu;0,447;0,638;0,71;
SP;3517604;Guapiara;0,356;0,516;0,55;
SP;3517703;Guará;0,463;0,678;0,728;
SP;3517802;Guaraçaí;0,423;0,63;0,742;
SP;3517901;Guaraci;0,488;0,736;0,676;
SP;3518008;Guarani d'Oeste;0,376;0,607;0,664;
SP;3518107;Guarantã;0,435;0,581;0,634;
SP;3518206;Guararapes;0,456;0,702;0,789;
SP;3518305;Guararema;0,444;0,662;0,739;
SP;3518404;Guaratinguetá;0,563;0,729;0,792;
SP;3518503;Guareí;0,421;0,603;0,637;
SP;3518602;Guariba;0,477;0,674;0,723;
SP;3518701;Guarujá;0,498;0,691;0,753;
SP;3518800;Guarulhos;0,594;0,706;0,773;
SP;3518859;Guatapará;;;;
SP;3518909;Guzolândia;0,299;0,595;0,577;
SP;3519006;Herculândia;0,398;0,615;0,736;
SP;3519055;Holambra;;;;
SP;3519071;Hortolândia;;;;
SP;3519105;Iacanga;0,458;0,652;0,76;
SP;3519204;Iacri;0,419;0,528;0,664;
SP;3519253;Iaras;;;;
SP;3519303;Ibaté;0,455;0,717;0,715;
SP;3519402;Ibirá;0,447;0,675;0,734;
SP;3519501;Ibirarema;0,435;0,713;0,66;
SP;3519600;Ibitinga;0,507;0,72;0,787;
SP;3519709;Ibiúna;0,428;0,652;0,706;
SP;3519808;Icém;0,5;0,704;0,753;
SP;3519907;Iepê;0,385;0,578;0,61;
SP;3520004;Igaraçu do Tietê;0,427;0,674;0,748;
SP;3520103;Igarapava;0,516;0,747;0,792;
SP;3520202;Igaratá;0,347;0,687;0,691;
SP;3520301;Iguape;0,413;0,584;0,673;
SP;3520400;Ilhabela;0,541;0,691;0,739;
SP;3520426;Ilha Comprida;;;;
SP;3520442;Ilha Solteira;;;;
SP;3520509;Indaiatuba;0,592;0,728;0,788;
SP;3520608;Indiana;0,419;0,69;0,635;
SP;3520707;Indiaporã;0,425;0,705;0,691;
SP;3520806;Inúbia Paulista;0,413;0,574;0,662;
SP;3520905;Ipaussu;0,459;0,672;0,696;
SP;3521002;Iperó;0,461;0,718;0,772;
SP;3521101;Ipeúna;0,45;0,717;0,723;
SP;3521150;Ipiguá;;;;
SP;3521200;Iporanga;0,271;0,488;0,51;
SP;3521309;Ipuã;0,445;0,707;0,743;
SP;3521408;Iracemápolis;0,552;0,719;0,796;
SP;3521507;Irapuã;0,38;0,63;0,641;
SP;3521606;Irapuru;0,424;0,655;0,707;
SP;3521705;Itaberá;0,383;0,638;0,703;
SP;3521804;Itaí;0,383;0,654;0,669;
SP;3521903;Itajobi;0,437;0,718;0,735;
SP;3522000;Itaju;0,464;0,693;0,628;
SP;3522109;Itanhaém;0,525;0,704;0,748;
SP;3522158;Itaóca;;;;
SP;3522208;Itapecerica da Serra;0,477;0,683;0,762;
SP;3522307;Itapetininga;0,528;0,712;0,778;
SP;3522406;Itapeva;0,423;0,63;0,674;
SP;3522505;Itapevi;0,48;0,681;0,68;
SP;3522604;Itapira;0,516;0,711;0,778;
SP;3522653;Itapirapuã Paulista;;;;
SP;3522703;Itápolis;0,506;0,725;0,766;
SP;3522802;Itaporanga;0,412;0,596;0,592;
SP;3522901;Itapuí;0,493;0,683;0,753;
SP;3523008;Itapura;0,405;0,557;0,616;
SP;3523107;Itaquaquecetuba;0,461;0,654;0,675;
SP;3523206;Itararé;0,425;0,656;0,652;
SP;3523305;Itariri;0,454;0,595;0,679;
SP;3523404;Itatiba;0,593;0,734;0,778;
SP;3523503;Itatinga;0,452;0,681;0,738;
SP;3523602;Itirapina;0,566;0,735;0,775;
SP;3523701;Itirapuã;0,427;0,655;0,641;
SP;3523800;Itobi;0,415;0,645;0,685;
SP;3523909;Itu;0,563;0,71;0,774;
SP;3524006;Itupeva;0,453;0,69;0,763;
SP;3524105;Ituverava;0,531;0,746;0,776;
SP;3524204;Jaborandi;0,423;0,701;0,743;
SP;3524303;Jaboticabal;0,566;0,746;0,772;
SP;3524402;Jacareí;0,58;0,724;0,782;
SP;3524501;Jaci;0,446;0,626;0,666;
SP;3524600;Jacupiranga;0,404;0,619;0,658;
SP;3524709;Jaguariúna;0,486;0,702;0,764;
SP;3524808;Jales;0,428;0,692;0,775;
SP;3524907;Jambeiro;0,425;0,717;0,681;
SP;3525003;Jandira;0,489;0,678;0,747;
SP;3525102;Jardinópolis;0,493;0,729;0,776;
SP;3525201;Jarinu;0,424;0,695;0,74;
SP;3525300;Jaú;0,569;0,729;0,791;
SP;3525409;Jeriquara;0,405;0,6;0,636;
SP;3525508;Joanópolis;0,412;0,657;0,717;
SP;3525607;João Ramalho;0,41;0,578;0,672;
SP;3525706;José Bonifácio;0,436;0,707;0,774;
SP;3525805;Júlio Mesquita;0,358;0,524;0,579;
SP;3525854;Jumirim;;;;
SP;3525904;Jundiaí;0,649;0,736;0,81;
SP;3526001;Junqueirópolis;0,413;0,635;0,671;
SP;3526100;Juquiá;0,412;0,63;0,627;
SP;3526209;Juquitiba;0,326;0,577;0,634;
SP;3526308;Lagoinha;0,344;0,494;0,584;
SP;3526407;Laranjal Paulista;0,532;0,733;0,769;
SP;3526506;Lavínia;0,408;0,699;0,739;
SP;3526605;Lavrinhas;0,41;0,56;0,696;
SP;3526704;Leme;0,523;0,726;0,77;
SP;3526803;Lençóis Paulista;0,518;0,704;0,771;
SP;3526902;Limeira;0,593;0,726;0,781;
SP;3527009;Lindóia;0,484;0,69;0,764;
SP;3527108;Lins;0,577;0,708;0,787;
SP;3527207;Lorena;0,538;0,723;0,794;
SP;3527256;Lourdes;;;;
SP;3527306;Louveira;0,51;0,713;0,777;
SP;3527405;Lucélia;0,429;0,696;0,698;
SP;3527504;Lucianópolis;0,443;0,592;0,566;
SP;3527603;Luís Antônio;0,451;0,69;0,733;
SP;3527702;Luiziânia;0,424;0,559;0,632;
SP;3527801;Lupércio;0,372;0,544;0,654;
SP;3527900;Lutécia;0,387;0,594;0,618;
SP;3528007;Macatuba;0,457;0,679;0,75;
SP;3528106;Macaubal;0,421;0,691;0,751;
SP;3528205;Macedônia;0,416;0,635;0,593;
SP;3528304;Magda;0,384;0,679;0,695;
SP;3528403;Mairinque;0,525;0,709;0,784;
SP;3528502;Mairiporã;0,463;0,704;0,747;
SP;3528601;Manduri;0,455;0,678;0,752;
SP;3528700;Marabá Paulista;0,356;0,536;0,544;
SP;3528809;Maracaí;0,413;0,658;0,752;
SP;3528858;Marapoama;;;;
SP;3528908;Mariápolis;0,401;0,554;0,714;
SP;3529005;Marília;0,547;0,732;0,784;
SP;3529104;Marinópolis;0,339;0,528;0,644;
SP;3529203;Martinópolis;0,417;0,692;0,754;
SP;3529302;Matão;0,555;0,731;0,782;
SP;3529401;Mauá;0,516;0,707;0,777;
SP;3529500;Mendonça;0,422;0,709;0,758;
SP;3529609;Meridiano;0,408;0,581;0,594;
SP;3529658;Mesópolis;;;;
SP;3529708;Miguelópolis;0,476;0,713;0,728;
SP;3529807;Mineiros do Tietê;0,497;0,706;0,755;
SP;3529906;Miracatu;0,411;0,642;0,752;
SP;3530003;Mira Estrela;0,349;0,599;0,75;
SP;3530102;Mirandópolis;0,484;0,722;0,764;
SP;3530201;Mirante do Paranapanema;0,385;0,627;0,616;
SP;3530300;Mirassol;0,526;0,735;0,788;
SP;3530409;Mirassolândia;0,403;0,612;0,635;
SP;3530508;Mococa;0,488;0,728;0,779;
SP;3530607;Moji das Cruzes;0,586;0,706;0,779;
SP;3530706;Mogi Guaçu;0,501;0,706;0,776;
SP;3530805;Moji-Mirim;0,592;0,727;0,784;
SP;3530904;Mombuca;0,447;0,675;0,753;
SP;3531001;Monções;0,389;0,552;0,629;
SP;3531100;Mongaguá;0,547;0,695;0,764;
SP;3531209;Monte Alegre do Sul;0,429;0,701;0,718;
SP;3531308;Monte Alto;0,523;0,741;0,787;
SP;3531407;Monte Aprazível;0,49;0,717;0,766;
SP;3531506;Monte Azul Paulista;0,506;0,719;0,755;
SP;3531605;Monte Castelo;0,383;0,621;0,586;
SP;3531704;Monteiro Lobato;0,371;0,686;0,679;
SP;3531803;Monte Mor;0,545;0,713;0,763;
SP;3531902;Morro Agudo;0,426;0,708;0,75;
SP;3532009;Morungaba;0,487;0,683;0,763;
SP;3532058;Motuca;;;;
SP;3532108;Murutinga do Sul;0,403;0,701;0,71;
SP;3532157;Nantes;;;;
SP;3532207;Narandiba;0,33;0,615;0,622;
SP;3532306;Natividade da Serra;0,309;0,502;0,545;
SP;3532405;Nazaré Paulista;0,343;0,576;0,675;
SP;3532504;Neves Paulista;0,421;0,701;0,729;
SP;3532603;Nhandeara;0,432;0,717;0,757;
SP;3532702;Nipoã;0,422;0,615;0,68;
SP;3532801;Nova Aliança;0,426;0,646;0,775;
SP;3532827;Nova Campina;;;;
SP;3532843;Nova Canaã Paulista;;;;
SP;3532868;Nova Castilho;;;;
SP;3532900;Nova Europa;0,491;0,706;0,778;
SP;3533007;Nova Granada;0,454;0,717;0,76;
SP;3533106;Nova Guataporanga;0,392;0,577;0,562;
SP;3533205;Nova Independência;0,316;0,485;0,557;
SP;3533254;Novais;;;;
SP;3533304;Nova Luzitânia;0,329;0,594;0,643;
SP;3533403;Nova Odessa;0,563;0,718;0,782;
SP;3533502;Novo Horizonte;0,47;0,698;0,767;
SP;3533601;Nuporanga;0,454;0,723;0,763;
SP;3533700;Ocauçu;0,374;0,588;0,629;
SP;3533809;Óleo;0,433;0,601;0,653;
SP;3533908;Olímpia;0,533;0,73;0,791;
SP;3534005;Onda Verde;0,45;0,609;0,717;
SP;3534104;Oriente;0,376;0,653;0,694;
SP;3534203;Orindiúva;0,474;0,673;0,754;
SP;3534302;Orlândia;0,54;0,744;0,793;
SP;3534401;Osasco;0,589;0,714;0,784;
SP;3534500;Oscar Bressane;0,385;0,654;0,665;
SP;3534609;Osvaldo Cruz;0,477;0,734;0,774;
SP;3534708;Ourinhos;0,543;0,727;0,79;
SP;3534757;Ouroeste;;;;
SP;3534807;Ouro Verde;0,368;0,582;0,58;
SP;3534906;Pacaembu;0,45;0,665;0,7;
SP;3535002;Palestina;0,457;0,706;0,756;
SP;3535101;Palmares Paulista;0,432;0,698;0,767;
SP;3535200;Palmeira d'Oeste;0,407;0,64;0,677;
SP;3535309;Palmital;0,463;0,699;0,721;
SP;3535408;Panorama;0,365;0,627;0,694;
SP;3535507;Paraguaçu Paulista;0,456;0,702;0,736;
SP;3535606;Paraibuna;0,442;0,615;0,669;
SP;3535705;Paraíso;0,479;0,727;0,776;
SP;3535804;Paranapanema;0,382;0,657;0,665;
SP;3535903;Paranapuã;0,369;0,689;0,615;
SP;3536000;Parapuã;0,42;0,597;0,65;
SP;3536109;Pardinho;0,482;0,698;0,697;
SP;3536208;Pariquera-Açu;0,478;0,647;0,702;
SP;3536257;Parisi;;;;
SP;3536307;Patrocínio Paulista;0,462;0,729;0,745;
SP;3536406;Paulicéia;0,367;0,593;0,611;
SP;3536505;Paulínia;0,564;0,738;0,785;
SP;3536570;Paulistânia;;;;
SP;3536604;Paulo de Faria;0,492;0,704;0,769;
SP;3536703;Pederneiras;0,494;0,697;0,759;
SP;3536802;Pedra Bela;0,34;0,552;0,575;
SP;3536901;Pedranópolis;0,437;0,619;0,665;
SP;3537008;Pedregulho;0,492;0,72;0,742;
SP;3537107;Pedreira;0,527;0,727;0,785;
SP;3537156;Pedrinhas Paulista;;;;
SP;3537206;Pedro de Toledo;0,406;0,594;0,631;
SP;3537305;Penápolis;0,513;0,705;0,759;
SP;3537404;Pereira Barreto;0,542;0,715;0,782;
SP;3537503;Pereiras;0,444;0,694;0,767;
SP;3537602;Peruíbe;0,46;0,689;0,762;
SP;3537701;Piacatu;0,434;0,633;0,606;
SP;3537800;Piedade;0,454;0,674;0,688;
SP;3537909;Pilar do Sul;0,405;0,667;0,707;
SP;3538006;Pindamonhangaba;0,514;0,741;0,783;
SP;3538105;Pindorama;0,497;0,714;0,764;
SP;3538204;Pinhalzinho;0,348;0,593;0,722;
SP;3538303;Piquerobi;0,362;0,55;0,596;
SP;3538501;Piquete;0,512;0,733;0,792;
SP;3538600;Piracaia;0,434;0,681;0,75;
SP;3538709;Piracicaba;0,634;0,739;0,803;
SP;3538808;Piraju;0,511;0,717;0,748;
SP;3538907;Pirajuí;0,469;0,679;0,7;
SP;3539004;Pirangi;0,473;0,701;0,769;
SP;3539103;Pirapora do Bom Jesus;0,471;0,653;0,657;
SP;3539202;Pirapozinho;0,421;0,676;0,736;
SP;3539301;Pirassununga;0,606;0,736;0,813;
SP;3539400;Piratininga;0,491;0,696;0,769;
SP;3539509;Pitangueiras;0,476;0,708;0,75;
SP;3539608;Planalto;0,387;0,664;0,642;
SP;3539707;Platina;0,394;0,702;0,612;
SP;3539806;Poá;0,558;0,7;0,787;
SP;3539905;Poloni;0,455;0,699;0,761;
SP;3540002;Pompéia;0,461;0,705;0,728;
SP;3540101;Pongaí;0,428;0,705;0,664;
SP;3540200;Pontal;0,453;0,686;0,761;
SP;3540259;Pontalinda;;;;
SP;3540309;Pontes Gestal;0,399;0,569;0,585;
SP;3540408;Populina;0,339;0,653;0,666;
SP;3540507;Porangaba;0,408;0,679;0,645;
SP;3540606;Porto Feliz;0,489;0,707;0,786;
SP;3540705;Porto Ferreira;0,541;0,733;0,788;
SP;3540754;Potim;;;;
SP;3540804;Potirendaba;0,448;0,721;0,764;
SP;3540853;Pracinha;;;;
SP;3540903;Pradópolis;0,468;0,715;0,776;
SP;3541000;Praia Grande;0,54;0,715;0,767;
SP;3541059;Pratânia;;;;
SP;3541109;Presidente Alves;0,384;0,619;0,639;
SP;3541208;Presidente Bernardes;0,427;0,702;0,749;
SP;3541307;Presidente Epitácio;0,409;0,635;0,733;
SP;3541406;Presidente Prudente;0,585;0,745;0,795;
SP;3541505;Presidente Venceslau;0,509;0,722;0,774;
SP;3541604;Promissão;0,492;0,696;0,783;
SP;3541653;Quadra;;;;
SP;3541703;Quatá;0,429;0,671;0,71;
SP;3541802;Queiroz;0,301;0,482;0,6;
SP;3541901;Queluz;0,48;0,669;0,649;
SP;3542008;Quintana;0,404;0,696;0,673;
SP;3542107;Rafard;0,553;0,753;0,789;
SP;3542206;Rancharia;0,453;0,706;0,733;
SP;3542305;Redenção da Serra;0,377;0,555;0,637;
SP;3542404;Regente Feijó;0,473;0,708;0,725;
SP;3542503;Reginópolis;0,417;0,613;0,666;
SP;3542602;Registro;0,493;0,695;0,776;
SP;3542701;Restinga;0,427;0,584;0,652;
SP;3542800;Ribeira;0,337;0,477;0,498;
SP;3542909;Ribeirão Bonito;0,5;0,722;0,757;
SP;3543006;Ribeirão Branco;0,367;0,486;0,506;
SP;3543105;Ribeirão Corrente;0,438;0,716;0,625;
SP;3543204;Ribeirão do Sul;0,413;0,639;0,643;
SP;3543238;Ribeirão dos Índios;;;;
SP;3543253;Ribeirão Grande;;;;
SP;3543303;Ribeirão Pires;0,605;0,713;0,785;
SP;3543402;Ribeirão Preto;0,661;0,763;0,825;
SP;3543501;Riversul;0,389;0,519;0,537;
SP;3543600;Rifaina;0,493;0,614;0,642;
SP;3543709;Rincão;0,53;0,742;0,779;
SP;3543808;Rinópolis;0,425;0,627;0,606;
SP;3543907;Rio Claro;0,642;0,755;0,815;
SP;3544004;Rio das Pedras;0,513;0,709;0,75;
SP;3544103;Rio Grande da Serra;0,415;0,649;0,717;
SP;3544202;Riolândia;0,431;0,664;0,649;
SP;3544251;Rosana;;;;
SP;3544301;Roseira;0,426;0,645;0,687;
SP;3544400;Rubiácea;0,396;0,638;0,757;
SP;3544509;Rubinéia;0,359;0,652;0,689;
SP;3544608;Sabino;0,431;0,708;0,628;
SP;3544707;Sagres;0,35;0,509;0,574;
SP;3544806;Sales;0,39;0,606;0,618;
SP;3544905;Sales Oliveira;0,503;0,754;0,788;
SP;3545001;Salesópolis;0,436;0,668;0,681;
SP;3545100;Salmourão;0,395;0,506;0,584;
SP;3545159;Saltinho;;;;
SP;3545209;Salto;0,602;0,711;0,768;
SP;3545308;Salto de Pirapora;0,404;0,694;0,672;
SP;3545407;Salto Grande;0,46;0,68;0,684;
SP;3545506;Sandovalina;0,341;0,492;0,607;
SP;3545605;Santa Adélia;0,512;0,742;0,776;
SP;3545704;Santa Albertina;0,389;0,654;0,69;
SP;3545803;Santa Bárbara d'Oeste;0,593;0,726;0,789;
SP;3546009;Santa Branca;0,438;0,694;0,76;
SP;3546108;Santa Clara d'Oeste;0,373;0,556;0,644;
SP;3546207;Santa Cruz da Conceição;0,495;0,746;0,785;
SP;3546256;Santa Cruz da Esperança;;;;
SP;3546306;Santa Cruz das Palmeiras;0,474;0,716;0,756;
SP;3546405;Santa Cruz do Rio Pardo;0,465;0,699;0,772;
SP;3546504;Santa Ernestina;0,47;0,696;0,75;
SP;3546603;Santa Fé do Sul;0,493;0,715;0,781;
SP;3546702;Santa Gertrudes;0,532;0,734;0,775;
SP;3546801;Santa Isabel;0,437;0,644;0,683;
SP;3546900;Santa Lúcia;0,484;0,692;0,761;
SP;3547007;Santa Maria da Serra;0,38;0,64;0,716;
SP;3547106;Santa Mercedes;0,358;0,572;0,623;
SP;3547205;Santana da Ponte Pensa;0,389;0,624;0,572;
SP;3547304;Santana de Parnaíba;0,516;0,682;0,783;
SP;3547403;Santa Rita d'Oeste;0,377;0,604;0,671;
SP;3547502;Santa Rita do Passa Quatro;0,517;0,735;0,787;
SP;3547601;Santa Rosa de Viterbo;0,494;0,715;0,791;
SP;3547650;Santa Salete;;;;
SP;3547700;Santo Anastácio;0,452;0,711;0,718;
SP;3547809;Santo André;0,699;0,749;0,813;
SP;3547908;Santo Antônio da Alegria;0,465;0,663;0,69;
SP;3548005;Santo Antônio de Posse;0,467;0,701;0,754;
SP;3548054;Santo Antônio do Aracanguá;;;;
SP;3548104;Santo Antônio do Jardim;0,433;0,629;0,733;
SP;3548203;Santo Antônio do Pinhal;0,411;0,56;0,68;
SP;3548302;Santo Expedito;0,357;0,501;0,635;
SP;3548401;Santópolis do Aguapeí;0,347;0,566;0,651;
SP;3548500;Santos;0,723;0,766;0,83;
SP;3548609;São Bento do Sapucaí;0,375;0,606;0,74;
SP;3548708;São Bernardo do Campo;0,683;0,741;0,808;
SP;3548807;São Caetano do Sul;0,723;0,761;0,82;
SP;3548906;São Carlos;0,641;0,754;0,797;
SP;3549003;São Francisco;0,32;0,551;0,604;
SP;3549102;São João da Boa Vista;0,537;0,73;0,78;
SP;3549201;São João das Duas Pontes;0,387;0,589;0,583;
SP;3549250;São João de Iracema;;;;
SP;3549300;São João do Pau d'Alho;0,429;0,612;0,588;
SP;3549409;São Joaquim da Barra;0,487;0,74;0,776;
SP;3549508;São José da Bela Vista;0,451;0,647;0,741;
SP;3549607;São José do Barreiro;0,39;0,599;0,618;
SP;3549706;São José do Rio Pardo;0,502;0,738;0,79;
SP;3549805;São José do Rio Preto;0,647;0,742;0,802;
SP;3549904;São José dos Campos;0,616;0,751;0,815;
SP;3549953;São Lourenço da Serra;;;;
SP;3550001;São Luís do Paraitinga;0,388;0,593;0,622;
SP;3550100;São Manuel;0,503;0,699;0,757;
SP;3550209;São Miguel Arcanjo;0,406;0,62;0,719;
SP;3550308;São Paulo;0,708;0,74;0,804;
SP;3550407;São Pedro;0,52;0,717;0,771;
SP;3550506;São Pedro do Turvo;0,373;0,588;0,596;
SP;3550605;São Roque;0,53;0,715;0,775;
SP;3550704;São Sebastião;0,559;0,707;0,757;
SP;3550803;São Sebastião da Grama;0,443;0,697;0,746;
SP;3550902;São Simão;0,517;0,733;0,784;
SP;3551009;São Vicente;0,631;0,717;0,786;
SP;3551108;Sarapuí;0,396;0,574;0,651;
SP;3551207;Sarutaiá;0,36;0,488;0,649;
SP;3551306;Sebastianópolis do Sul;0,376;0,541;0,741;
SP;3551405;Serra Azul;0,428;0,7;0,675;
SP;3551504;Serrana;0,463;0,714;0,779;
SP;3551603;Serra Negra;0,524;0,713;0,786;
SP;3551702;Sertãozinho;0,509;0,733;0,79;
SP;3551801;Sete Barras;0,406;0,569;0,666;
SP;3551900;Severínia;0,423;0,701;0,744;
SP;3552007;Silveiras;0,34;0,651;0,586;
SP;3552106;Socorro;0,436;0,691;0,749;
